IATA	ID	Name	City	Country	ICAO
\N	57	Forestville Airport	Forestville	Canada	CYFE
\N	104	Pitt Meadows Airport	Pitt Meadows	Canada	CYPK
\N	207	Blida Airport	Blida	Algeria	DAAB
\N	208	Bou Saada Airport	Bou Saada	Algeria	DAAD
\N	213	Reggane Airport	Reggan	Algeria	DAAN
\N	215	Ain Oussera Airport	Ain Oussera	Algeria	DAAQ
\N	218	Mecheria Airport	Mecheria	Algeria	DAAY
\N	219	Relizane Airport	Relizane	Algeria	DAAZ
\N	226	Bou Sfer Airport	Bou Sfer	Algeria	DAOE
\N	232	Sidi Bel Abbes Airport	Sidi Bel Abbes	Algeria	DAOS
\N	250	Wa Airport	Wa	Ghana	DGLW
\N	283	Dirkou Airport	Dirkou	Niger	DRZD
\N	284	Diffa Airport	Diffa	Niger	DRZF
\N	288	Sidi Ahmed Air Base	Bizerte	Tunisia	DTTB
\N	289	Remada Air Base	Remada	Tunisia	DTTD
\N	292	Borj El Amri Airport	Bordj El Amri	Tunisia	DTTI
\N	300	Beauvechain Air Base	Beauvechain	Belgium	EBBE
\N	301	Kleine Brogel Air Base	Kleine Brogel	Belgium	EBBL
\N	303	Jehonville Air Base	Bertrix	Belgium	EBBX
\N	305	Chi?¿vres Air Base	Chievres	Belgium	EBCV
\N	306	Koksijde Air Base	Koksijde	Belgium	EBFN
\N	307	Florennes Air Base	Florennes	Belgium	EBFS
\N	311	Zutendaal Air Base	Zutendaal	Belgium	EBSL
\N	312	Limburg Regional Airport	Sint-truiden	Belgium	EBST
\N	313	Saint Hubert Air Base	St.-hubert	Belgium	EBSU
\N	314	Ursel Air Base	Ursel	Belgium	EBUL
\N	315	Weelde Air Base	Weelde	Belgium	EBWE
\N	316	Oostmalle Air Base	Zoersel	Belgium	EBZR
\N	317	Bautzen Airport	Bautzen	Germany	EDAB
\N	319	Dessau Airport	Dessau	Germany	EDAD
\N	320	Eisenh??ttenstadt Airport	Eisenhuettenstadt	Germany	EDAE
\N	322	Gro?ƒenhain Airport	Suhl	Germany	EDAK
\N	323	Merseburg Airport	Muehlhausen	Germany	EDAM
\N	324	Halle-Oppin Airport	Halle	Germany	EDAQ
\N	325	Riesa-G??hlis Airport	Riesa	Germany	EDAU
\N	326	Rechlin-L?ñrz Airport	Rechlin-laerz	Germany	EDAX
\N	327	Strausberg Airport	Strausberg	Germany	EDAY
\N	328	Sch??nhagen Airport	Schoenhagen	Germany	EDAZ
\N	330	Jena-Sch??ngleina Airport	Jena	Germany	EDBJ
\N	331	Kyritz Airport	Kyritz	Germany	EDBK
\N	332	"Magdeburg \City\"" Airport"""	Magdeburg	Germany	EDBM
\N	333	Rothenburg/G??rlitz Airport	Rothenburg/ol	Germany	EDBR
\N	334	Anklam Airport	Anklam	Germany	EDCA
\N	335	Cottbus-Drewitz Airport	Cottbus	Germany	EDCD
\N	336	Kamenz Airport	Kamenz	Germany	EDCM
\N	357	Allendorf/Eder Airport	Allendorf	Germany	EDFQ
\N	358	Worms Airport	Worms	Germany	EDFV
\N	359	Mainz-Finthen Airport	Mainz	Germany	EDFZ
\N	360	Eisenach-Kindel Airport	Eisenach	Germany	EDGE
\N	361	Siegerland Airport	Siegerland	Germany	EDGS
\N	365	Flugplatz Dahlemer Binz	Dahlemer Binz	Germany	EDKV
\N	366	Meinerzhagen Airport	Meinerzhagen	Germany	EDKZ
\N	369	Bielefeld Airport	Bielefeld	Germany	EDLI
\N	372	Stadtlohn-Vreden Airport	Stadtlohn	Germany	EDLS
\N	375	Biberach a.d. Ri?ƒ Airport	Biberach	Germany	EDMB
\N	376	Eggenfelden Airport	Eggenfelden	Germany	EDME
\N	377	Mindelheim-Mattsies Airport	Mindelheim	Germany	EDMN
\N	380	Vilshofen Airport	Vilshofen	Germany	EDMV
\N	381	Leutkirch-Unterzeil Airport	Leutkirch	Germany	EDNL
\N	385	Aalen-Heidenheim/Elchingen Airport	Aalen-heidenheim	Germany	EDPA
\N	387	Burg Feuerstein Airport	Burg Feuerstein	Germany	EDQE
\N	389	Ha?ƒfurt-Schweinfurt Airport	Hassfurt	Germany	EDQT
\N	395	Freiburg i. Br. Airport	Freiburg	Germany	EDTF
\N	396	Mengen-Hohentengen Airport	Mengen	Germany	EDTM
\N	397	Adolf W??rth Airport	Schwaebisch Hall	Germany	EDTY
\N	398	Finsterwalde/Schacksdorf Airport	Soest	Germany	EDUS
\N	401	Hildesheim Airport	Hildesheim	Germany	EDVM
\N	404	Leer-Papenburg Airport	Leer	Germany	EDWF
\N	409	Rendsburg-Schachtholm Airport	Rendsburg	Germany	EDXR
\N	411	?ämari Air Base	Armari Air Force Base	Estonia	EEEI
\N	418	Eura Airport	Eura	Finland	EFEU
\N	422	Hameenkyro Airport	Hameenkyro	Finland	EFHM
\N	423	Hanko Airport	Hanko	Finland	EFHN
\N	425	Kiikala Airport	Kikala	Finland	EFIK
\N	426	Immola Airport	Immola	Finland	EFIM
\N	427	Kitee Airport	Kitee	Finland	EFIT
\N	434	Kauhajoki Airport	Kauhajoki	Finland	EFKJ
\N	436	Kemijarvi Airport	Kemijarvi	Finland	EFKM
\N	440	Lahti Vesivehmaa Airport	Vesivehmaa	Finland	EFLA
\N	443	Menkijarvi Airport	Menkijarvi	Finland	EFME
\N	445	Nummela Airport	Nummela	Finland	EFNU
\N	447	Piikajarvi Airport	Piikajarvi	Finland	EFPI
\N	449	Pudasj?ñrvi Airport	Pudasjarvi	Finland	EFPU
\N	450	Pyh?ñsalmi Airport	Pyhasalmi	Finland	EFPY
\N	451	Raahe Pattijoki Airport	Pattijoki	Finland	EFRH
\N	452	Rantasalmi Airport	Rantasalmi	Finland	EFRN
\N	454	Rayskala Airport	Rayskala	Finland	EFRY
\N	456	Selanpaa Airport	Selanpaa	Finland	EFSE
\N	459	Teisko Airport	Teisko	Finland	EFTS
\N	464	Ylivieska Airfield	Ylivieska-raudaskyla	Finland	EFYL
\N	471	Leicester Airport	Leicester	United Kingdom	EGBG
\N	474	Wolverhampton Halfpenny Green Airport	Halfpenny Green	United Kingdom	EGBO
\N	475	Cotswold Airport	Pailton	United Kingdom	EGBP
\N	476	Turweston Airport	Turweston	United Kingdom	EGBT
\N	477	Wellesbourne Mountford Airport	Wellesbourne	United Kingdom	EGBW
\N	479	Manchester Woodford Airport	Woodfort	United Kingdom	EGCD
\N	480	Royal Marines Base Chivenor Airport	Chivenor	United Kingdom	EGDC
\N	483	MoD Boscombe Down Airport	Boscombe Down	United Kingdom	EGDM
\N	484	RNAS Culdrose	Culdrose	United Kingdom	EGDR
\N	485	MOD St. Athan	St. Athan	United Kingdom	EGDX
\N	487	Haverfordwest Airport	Haverfordwest	United Kingdom	EGFE
\N	505	Chalgrove Airport	Chalsgrove	United Kingdom	EGLJ
\N	511	Brough Airport	Brough	United Kingdom	EGNB
\N	513	Retford Gamston Airport	Repton	United Kingdom	EGNE
\N	518	Warton Airport	Warton	United Kingdom	EGNO
\N	524	Llanbedr Airport	Llanbedr	United Kingdom	EGOD
\N	525	RAF Ternhill	Ternhill	United Kingdom	EGOE
\N	526	RAF Shawbury	Shawbury	United Kingdom	EGOS
\N	528	RAF Woodvale	Woodvale	United Kingdom	EGOW
\N	546	Peterborough Business Airport	Peterborough	United Kingdom	EGSF
\N	549	North Weald Airport	North Weald	United Kingdom	EGSX
\N	550	Sheffield City Heliport	Fowlmere	United Kingdom	EGSY
\N	551	Cranfield Airport	Cranfield	United Kingdom	EGTC
\N	555	RAF Benson	Benson	United Kingdom	EGUB
\N	556	RAF Lakenheath	Lakenheath	United Kingdom	EGUL
\N	558	RAF Wattisham	Wattisham	United Kingdom	EGUW
\N	559	RAF Wyton	Wyton	United Kingdom	EGUY
\N	563	DCAE Cosford Air Base	Cosford	United Kingdom	EGWC
\N	566	RAF Dishforth	Dishforth	United Kingdom	EGXD
\N	567	Leeming Airport	Leeming	United Kingdom	EGXE
\N	568	Leeds East Airport	Church Fenton	United Kingdom	EGXG
\N	570	RAF Cottesmore	Cottesmore	United Kingdom	EGXJ
\N	571	RAF Scampton	Scampton	United Kingdom	EGXP
\N	572	RAF Wittering	Wittering	United Kingdom	EGXT
\N	575	RAF Topcliffe	Topcliffe	United Kingdom	EGXZ
\N	576	RAF Cranwell	Cranwell	United Kingdom	EGYD
\N	577	RAF Barkston Heath	Barkston Heath	United Kingdom	EGYE
\N	581	Budel Airport	Weert	Netherlands	EHBD
\N	583	Deelen Air Base	Deelen	Netherlands	EHDL
\N	584	Drachten Airport	Drachten	Netherlands	EHDR
\N	587	Gilze Rijen Air Base	Gilze-rijen	Netherlands	EHGR
\N	602	Casement Air Base	Casement	Ireland	EIME
\N	611	Gr??nholt Hiller??d Airport	Gronholt	Denmark	EKGH
\N	613	L?ªs?? Airport	Laeso	Denmark	EKLS
\N	614	Lolland Falster Maribo Airport	Maribo	Denmark	EKMB
\N	616	Krus?Ñ-Padborg Airport	Krusa-padborg	Denmark	EKPB
\N	622	Skive Airport	Skive	Denmark	EKSV
\N	624	Kolding Vamdrup Airport	Kolding	Denmark	EKVD
\N	626	Vesthimmerlands Flyveplads	Vesthimmerland	Denmark	EKVH
\N	633	B??moen Airport	Voss	Norway	ENBM
\N	639	Geilo Airport Dagali	Geilo	Norway	ENDI
\N	648	Kjeller Airport	Kjeller	Norway	ENKJ
\N	667	Babice Airport	Warsaw	Poland	EPBC
\N	670	Muchowiec Airport	Katowice	Poland	EPKM
\N	673	Mielec Airport	Mielec	Poland	EPML
\N	678	Swidwin Military Air Base	Shapaja	Poland	EPSN
\N	682	Malmen Air Base	Linkoeping	Sweden	ESCF
\N	683	Br?Ñvalla Air Base	Norrkoeping	Sweden	ESCK
\N	684	Uppsala Airport	Uppsala	Sweden	ESCM
\N	686	R?Ñda Air Base	Rada	Sweden	ESFR
\N	689	Falk??ping Airport	Falkoping	Sweden	ESGK
\N	694	Karlsborg Air Base	Karlsborg	Sweden	ESIA
\N	695	S?Ñten?ñs Air Base	Satenas	Sweden	ESIB
\N	696	Barkarby Airport	Stockholm	Sweden	ESKB
\N	700	Arvika Airport	Arvika	Sweden	ESKV
\N	701	Emmaboda Airfield	Emmaboda	Sweden	ESMA
\N	702	Feringe Airport	Ljungby	Sweden	ESMG
\N	706	Anderstorp Airport	Anderstorp	Sweden	ESMP
\N	710	Hagshult Airport	Hagshult	Sweden	ESMV
\N	712	Hallviken Airport	Hallviken	Sweden	ESNA
\N	713	Hedlanda Airport	Hede	Sweden	ESNC
\N	717	Jokkmokk Airport	Jokkmokk	Sweden	ESNJ
\N	720	Optand Airport	Optand	Sweden	ESNM
\N	723	Pite?Ñ Airport	Pitea	Sweden	ESNP
\N	725	Orsa Airport	Orsa	Sweden	ESNR
\N	727	S?ñttna Airport	Sattna	Sweden	ESNT
\N	735	Vidsel Air Base	Vidsel	Sweden	ESPE
\N	736	Arboga Airport	Arboga	Sweden	ESQO
\N	745	Eskilstuna Airport	Eskilstuna	Sweden	ESSU
\N	748	Kalixfors Airport	Kalixfors	Sweden	ESUK
\N	754	B??ckeburg Air Base	Brueckeburg	Germany	ETHB
\N	756	Rheine Bentlage Air Base	Rheine-brentlange	Germany	ETHE
\N	757	Fritzlar Airport	Fritzlar	Germany	ETHF
\N	758	Laupheim Air Base	Laupheim	Germany	ETHL
\N	759	Mendig Airport	Mendig	Germany	ETHM
\N	760	Niederstetten Army Air Base	Niederstetten	Germany	ETHN
\N	761	Roth Airport	Roth	Germany	ETHR
\N	762	Fassberg Air Base	Fassberg	Germany	ETHS
\N	763	Grafenwohr Army Air Field	Grafenwoehr	Germany	ETIC
\N	765	Hohenfels Army Air Field	Hohenfels	Germany	ETIH
\N	766	Kitzingen Army Air Field	Kitzingen	Germany	ETIN
\N	767	Nordholz Naval Airbase	Nordholz	Germany	ETMN
\N	768	Diepholz Air Base	Diepholz	Germany	ETND
\N	770	Hohn Airport	Hohn	Germany	ETNH
\N	771	Jever Air Base	Jever	Germany	ETNJ
\N	773	N??rvenich Air Base	Noervenich	Germany	ETNN
\N	774	Schleswig Air Base	Schleswig	Germany	ETNS
\N	775	Wittmundhafen Airport	Wittmundhafen	Germany	ETNT
\N	777	Wunstorf Air Base	Wunstorf	Germany	ETNW
\N	778	Vilseck Army Air Field	Vilseck	Germany	ETOI
\N	779	Coleman Army Air Field	Coleman	Germany	ETOR
\N	780	Wiesbaden Army Airfield	Wiesbaden	Germany	ETOU
\N	781	Landsberg Lech Air Base	Landsberg	Germany	ETSA
\N	782	B??chel Air Base	Buechel	Germany	ETSB
\N	783	Erding Airport	Erding	Germany	ETSE
\N	785	Holzdorf Air Base	Holzdorf	Germany	ETSH
\N	787	Lechfeld Airport	Lechfeld	Germany	ETSL
\N	788	Neuburg AFB	Neuburg	Germany	ETSN
\N	792	Brakpan Airport	Brakpan	South Africa	FABB
\N	795	Bethlehem Airport	Bethlehem	South Africa	FABM
\N	796	Hendrik Potgieter Airport	Bothaville	South Africa	FABO
\N	798	Calvinia Airport	Calvinia	South Africa	FACV
\N	801	Ermelo Airport	Ermelo	South Africa	FAEO
\N	802	Ficksburg Sentraoes Airport	Ficksburg	South Africa	FAFB
\N	806	Graaff Reinet Airport	Graaff Reinet	South Africa	FAGR
\N	807	Grahamstown Airport	Grahamstown	South Africa	FAGT
\N	808	Greytown Airport	Greytown	South Africa	FAGY
\N	809	Harmony Airport	Harmony	South Africa	FAHA
\N	810	Harrismith Airport	Harrismith	South Africa	FAHR
\N	812	Gariep Dam Airport	Hendrik Verwoerddam	South Africa	FAHV
\N	814	P C Pelser Airport	Klerksdorp	South Africa	FAKD
\N	816	Krugersdorp Airport	Krugersdorp	South Africa	FAKR
\N	817	Kroonstad Airport	Kroonstad	South Africa	FAKS
\N	821	Lichtenburg Airport	Lichtenburg	South Africa	FALI
\N	822	Makhado Air Force Base Airport	Lambertsbaai	South Africa	FALM
\N	823	Langebaanweg Airport	Langebaanweg	South Africa	FALW
\N	825	Middelburg Airport	Middelburg	South Africa	FAMB
\N	828	Marble Hall Airport	Marble Hall	South Africa	FAMI
\N	829	Majuba Power Station Airport	Majuba Power Station	South Africa	FAMJ
\N	831	Riverside Airport	Malalane	South Africa	FAMN
\N	833	Mkuze Airport	Mkuze	South Africa	FAMU
\N	835	Nylstroom Airfield	Nylstroom	South Africa	FANY
\N	836	Overberg Airport	Overberg	South Africa	FAOB
\N	839	Plettenberg Bay Airport	Plettenberg Bay	South Africa	FAPG
\N	841	Pietersburg Municipal Airport	Polokwane	South Africa	FAPI
\N	842	Port St Johns Airport	Port Saint Johns	South Africa	FAPJ
\N	846	Potchefstroom Airport	Potchefstroom	South Africa	FAPS
\N	847	Parys Airport	Parys	South Africa	FAPY
\N	850	Rustenburg Airport	Rustenburg	South Africa	FARG
\N	853	Secunda Airport	Secunda	South Africa	FASC
\N	854	Saldanha /Vredenburg Airport	Saldanha	South Africa	FASD
\N	855	Springs Airfield	Springs	South Africa	FASI
\N	856	Swartkop Air Force Base	Swartkop	South Africa	FASK
\N	858	Hendrik Swellengrebel Airport	Swellendam	South Africa	FASX
\N	860	Tommys Field Airport	Tommy's Field	South Africa	FATF
\N	861	New Tempe Airport	Bloemfontein	South Africa	FATP
\N	862	Tutuka Power Station Airport	Tutuka	South Africa	FATT
\N	869	Vredendal Airport	Vredendal	South Africa	FAVR
\N	870	Vereeniging Airport	Vereeniging	South Africa	FAVV
\N	872	Witbank Airport	Witbank	South Africa	FAWI
\N	873	Waterkloof Air Force Base	Waterkloof	South Africa	FAWK
\N	875	Ysterplaat Air Force Base	Ysterplaat	South Africa	FAYP
\N	876	Zeerust Airport	Zeerust	South Africa	FAZR
\N	895	Diego Garcia Naval Support Facility	Diego Garcia Island	British Indian Ocean Territory	FJDG
\N	905	Kasompe Airport	Kasompe	Zambia	FLKE
\N	909	Mongu Airport	Mongu	Zambia	FLMG
\N	950	Lobito Airport	Lobito	Angola	FNLB
\N	978	Lumbo Airport	Lumbo	Mozambique	FQLU
\N	980	Mueda Airport	Mueda	Mozambique	FQMD
\N	982	Marrupa Airport	Marrupa	Mozambique	FQMR
\N	987	Songo Airport	Songo	Mozambique	FQSG
\N	989	Ulongwe Airport	Ulongwe	Mozambique	FQUG
\N	991	Alphonse Airport	Alphonse	Seychelles	FSAL
\N	993	Farquhar Airport	Farquhar	Seychelles	FSFA
\N	996	Coetivy Airport	Coetivy	Seychelles	FSSC
\N	1002	Charles Prince Airport	Harare	Zimbabwe	FVCP
\N	1007	Mutoko Airport	Mutoko	Zimbabwe	FVMT
\N	1008	Mutare Airport	Mutare	Zimbabwe	FVMU
\N	1010	Zvishavane Airport	Zvishavane	Zimbabwe	FVSH
\N	1015	Kasungu Airport	Kasungu	Malawi	FWKG
\N	1019	Mejametalana Airbase	Maseru	Lesotho	FXMU
\N	1023	Kitona Base Airport	Kitona Base	Congo (Kinshasa)	FZAI
\N	1029	Kotakoli Airport	Kotakoli	Congo (Kinshasa)	FZFP
\N	1034	Buta Zega Airport	Buta Zega	Congo (Kinshasa)	FZKJ
\N	1049	Tessalit Airport	Tessalit	Mali	GATS
\N	1060	Cufar Airport	Cufar	Guinea-Bissau	GGCF
\N	1067	Ifrane Airport	Ifrane	Morocco	GMFI
\N	1071	Ben Slimane Airport	Ben Slimane	Morocco	GMMB
\N	1098	Bir Moghrein Airport	Bir Moghrein	Mauritania	GQPT
\N	1108	Lideta Army Airport	Addis Ababa	Ethiopia	HAAL
\N	1129	Cairo West Airport	Cairo	Egypt	HECW
\N	1139	Kakamega Airport	Kakamega	Kenya	HKKG
\N	1146	Naivasha Airport	Naivasha	Kenya	HKNV
\N	1148	Moi Air Base	Nairobi	Kenya	HKRE
\N	1150	Bu Attifel Airport	Buattifel	Libya	HLFL
\N	1151	Warehouse 59e Airport	Giallo	Libya	HLGL
\N	1158	Marsa Brega Airport	Marsa Brega	Libya	HLMB
\N	1159	Ras Lanuf Oil Airport	Ras Lanouf V 40	Libya	HLNF
\N	1160	Hon Airport	Hon	Libya	HLON
\N	1161	Dahra Airport	Dahra	Libya	HLRA
\N	1163	Zella 74 Airport	Zella 74	Libya	HLZA
\N	1168	Damazin Airport	Damazin	Sudan	HSDZ
\N	1171	Kadugli Airport	Kadugli	Sudan	HSLI
\N	1195	Stara Zagora Airport	Stara Zagora	Bulgaria	LBSZ
\N	1201	Osijek-?îepin Airfield	Cepin	Croatia	LDOC
\N	1204	Grobnicko Polje Airport	Grobnik	Croatia	LDRG
\N	1207	Vara??din Airport	Varazdin	Croatia	LDVA
\N	1210	Udbina Air Base	Udbina	Croatia	LDZU
\N	1211	Albacete-Los Llanos Airport	Albacete	Spain	LEAB
\N	1221	Armilla Air Base	Granada	Spain	LEGA
\N	1224	Getafe Air Base	Madrid	Spain	LEGT
\N	1233	Oca??a Airport	Ocana	Spain	LEOC
\N	1235	Alcantarilla Air Base	Murcia	Spain	LERI
\N	1237	Rota Naval Station Airport	Rota	Spain	LERT
\N	1239	Son Bonet Airport	Son Bonet	Spain	LESB
\N	1241	San Luis Airport	San Luis	Spain	LESL
\N	1255	P??ronne-Saint-Quentin Airport	Peronne	France	LFAG
\N	1256	Nangis-Les Loges Airport	Nangis	France	LFAI
\N	1257	Bagnoles-de-l'Orne-Couterne Airport	Bagnole-de-l'orne	France	LFAO
\N	1258	Albert-Bray Airport	Albert	France	LFAQ
\N	1260	Valenciennes-Denain Airport	Valenciennes	France	LFAV
\N	1261	Amiens-Glisy Airport	Amiens	France	LFAY
\N	1263	Cazaux (BA 120) Air Base	Cazaux	France	LFBC
\N	1266	Toulouse-Francazal (BA 101) Air Base	Toulouse	France	LFBF
\N	1271	Mont-de-Marsan (BA 118) Air Base	Mont-de-marsan	France	LFBM
\N	1275	Muret-Lherm Airport	La Rochelle	France	LFBR
\N	1281	Cahors-Lalbenque Airport	Cahors	France	LFCC
\N	1282	Saint-Girons-Antichan Airport	St.-girons	France	LFCG
\N	1286	Toulouse-Lasbordes Airport	Toulouse	France	LFCL
\N	1287	Millau-Larzac Airport	Millau	France	LFCM
\N	1288	Graulhet-Montdragon Airport	Graulhet	France	LFCQ
\N	1290	Ussel-Thalamy Airport	Ussel	France	LFCU
\N	1291	Villeneuve-sur-Lot Airport	Villeneuve-sur-lot	France	LFCW
\N	1293	Mimizan Airport	Mimizan	France	LFCZ
\N	1294	Aire-sur-l'Adour Airport	Aire-sur-l'adour	France	LFDA
\N	1295	Montauban Airport	Montauban	France	LFDB
\N	1296	Auch-Lamothe Airport	Auch	France	LFDH
\N	1297	Libourne-Artigues-de-Lussac Airport	Libourne	France	LFDI
\N	1298	Pamiers-Les Pujols Airport	Pamiers	France	LFDJ
\N	1299	Marmande-Virazeil Airport	Marmande	France	LFDM
\N	1301	Pontivy Airport	Pontivy	France	LFED
\N	1302	Aubigny-sur-N?¿re Airport	Aubigny-sur-nere	France	LFEH
\N	1303	Guiscriff Scaer Airport	Guiscriff-scaer	France	LFES
\N	1305	Ancenis Airport	Ancenis	France	LFFI
\N	1306	Brienne-le-Ch?óteau Airport	Brienne-le Chateau	France	LFFN
\N	1308	Beaune-Challanges Airport	Beaune	France	LFGF
\N	1310	Joigny Airport	Joigny	France	LFGK
\N	1311	Verdun-Le Rozelier Airfield	Verdun	France	LFGW
\N	1314	Saint-Flour-Coltines Airport	St.-flour	France	LFHQ
\N	1318	Saint-Affrique-Belmont Airport	St.-afrique-belmont	France	LFIF
\N	1319	Cassagnes-B??gonh?¿s Airport	Cassagnes-beghones	France	LFIG
\N	1325	Propriano Airport	Propriano	France	LFKO
\N	1327	Corte Airport	Corte	France	LFKT
\N	1332	Chamb??ry-Challes-les-Eaux Airport	Chambery	France	LFLE
\N	1337	Saint-Yan Airport	St.-yan	France	LFLN
\N	1341	Montlu?ºon-Dom??rat Airport	Montlucon	France	LFLT
\N	1348	Le Luc-Le Cannet Airport	Le Luc	France	LFMC
\N	1351	Istres Le Tub??/Istres Air Base (BA 125) Airport	Istres	France	LFMI
\N	1355	Orange-Caritat (BA 115) Air Base	Orange	France	LFMO
\N	1358	Al?¿s-Deaux Airport	Ales	France	LFMS
\N	1362	Salon-de-Provence (BA 701) Air Base	Salon	France	LFMY
\N	1363	L??zignan-Corbi?¿res Airport	Lezignan-corbieres	France	LFMZ
\N	1365	Carpentras Airport	Carpentras	France	LFNH
\N	1366	Avord (BA 702) Air Base	Avord	France	LFOA
\N	1368	Ch?óteaudun (BA 279) Air Base	Chateaudun	France	LFOC
\N	1369	Saumur-Saint-Florent Airport	Saumur	France	LFOD
\N	1370	?ëvreux-Fauville (BA 105) Air Base	Evreux	France	LFOE
\N	1372	Abbeville	Abbeville	France	LFOI
\N	1379	Orl??ans-Saint-Denis-de-l'H??tel Airport	Orleans	France	LFOZ
\N	1383	Coulommiers-Voisins Airport	Coulommiers	France	LFPK
\N	1384	Melun-Villaroche Air Base	Melun	France	LFPM
\N	1388	Villacoublay-V??lizy (BA 107) Air Base	Villacoublay	France	LFPV
\N	1389	Reims-Prunay Airport	Reims	France	LFQA
\N	1391	Lun??ville-Croismare Airport	Luneville	France	LFQC
\N	1392	?ëtain-Rouvres Air Base	Etain	France	LFQE
\N	1393	Autun-Bellevue Airport	Autun	France	LFQF
\N	1395	Cambrai-?ëpinoy (BA 103) Air Base	Cambrai	France	LFQI
\N	1396	Maubeuge-?ëlesmes Airport	Maubeuge	France	LFQJ
\N	1397	Besan?ºon-La V?¿ze Airport	Besancon-la-veze	France	LFQM
\N	1398	Phalsbourg-Bourscheid Air Base	Phalsbourg	France	LFQP
\N	1400	Merville-Calonne Airport	Merville	France	LFQT
\N	1401	Charleville-M??zi?¿res Airport	Charleville	France	LFQV
\N	1402	Vesoul-Frotey Airport	Vesoul-frotey	France	LFQW
\N	1406	La Baule-Escoublac Airport	La Baule	France	LFRE
\N	1411	Landivisiau Air Base	Landivisiau	France	LFRJ
\N	1413	Lanv??oc-Poulmic Air Base	Lanvedoc	France	LFRL
\N	1424	Colmar-Meyenheim Air Base	Colmar	France	LFSC
\N	1428	Haguenau Airport	Haguenau	France	LFSH
\N	1429	Saint-Dizier-Robinson (BA 113) Air Base	St.-dizier	France	LFSI
\N	1430	Montb??liard-Courcelles Airfield	Montbeliard	France	LFSM
\N	1432	Nancy-Ochey (BA 133) Air Base	Nancy	France	LFSO
\N	1433	Pontarlier Airport	Pontarlier	France	LFSP
\N	1436	Luxeuil-Saint-Sauveur (BA 116) Air Base	Luxeuil	France	LFSX
\N	1437	Cuers-Pierrefeu Airport	Cuers	France	LFTF
\N	1442	Amb??rieu Air Base (BA 278)	Amberieu	France	LFXA
\N	1443	Damblain Airport	Damblain	France	LFYD
\N	1447	Alexandria Airport	Alexandria	Greece	LGAX
\N	1449	Elefsis Airport	Elefsis	Greece	LGEL
\N	1457	Amigdhaleon Airport	Kavala	Greece	LGKM
\N	1467	Megara Airport	Megara	Greece	LGMG
\N	1471	Maritsa Airport	Rhodos	Greece	LGRD
\N	1478	Sparti Airport	Sparti	Greece	LGSP
\N	1481	Stefanovikion Air Base	Stefanovikion	Greece	LGSV
\N	1483	Tanagra Air Base	Tanagra	Greece	LGTG
\N	1484	Kasteli Airport	Kasteli	Greece	LGTL
\N	1485	Tripolis Airport	Tripolis	Greece	LGTP
\N	1487	Tatoi Airport	Dekelia	Greece	LGTT
\N	1491	Kecskem??t Airport	Kecskemet	Hungary	LHKE
\N	1492	Ny?¡regyh?íza Airport	Nyirregyhaza	Hungary	LHNY
\N	1493	?Écs??ny Airport	Ocseny	Hungary	LHOY
\N	1496	Szentkir?ílyszabadja Airport	Azentkilyszabadja	Hungary	LHSA
\N	1498	Szolnok Airport	Szolnok	Hungary	LHSN
\N	1499	Amendola Air Base	Amendola	Italy	LIBA
\N	1507	Gioia Del Colle Air Base	Gioia Del Colle	Italy	LIBV
\N	1513	Palermo-Boccadifalco Airport	Palermo	Italy	LICP
\N	1522	Torino-Aeritalia Airport	Turin	Italy	LIMA
\N	1523	Milano-Bresso Airport	Milano	Italy	LIMB
\N	1530	Cameri Air Base [MIL]	Cameri	Italy	LIMN
\N	1537	Cervia Air Base	Cervia	Italy	LIPC
\N	1540	Rivolto Air Base	Rivolto	Italy	LIPI
\N	1542	Ghedi Air Base	Ghedi	Italy	LIPL
\N	1543	Verona-Boscomantico Airport	Verona	Italy	LIPN
\N	1547	Istrana Air Base	Treviso	Italy	LIPS
\N	1554	Pratica Di Mare Air Base	Pratica Di Mare	Italy	LIRE
\N	1556	Guidonia Air Base	Guidonia	Italy	LIRG
\N	1560	Grazzanise Airport	Grazzanise	Italy	LIRM
\N	1565	Urbe Airport	Rome	Italy	LIRU
\N	1566	Viterbo Airport	Viterbo	Italy	LIRV
\N	1568	Cerklje Airport	Cerklje	Slovenia	LJCE
\N	1572	Slovenj Gradec Airport	Slovenj Gradec	Slovenia	LJSG
\N	1573	?îesk?? Bud?¢jovice Airport	Ceske Budejovice	Czech Republic	LKCS
\N	1574	?î?íslav Air Base	Caslav	Czech Republic	LKCV
\N	1575	Hradec Kr?ílov?? Airport	Hradec Kralove	Czech Republic	LKHK
\N	1576	Ho?Öovice Airport	Horovice	Czech Republic	LKHV
\N	1577	Kbely Air Base	Praha	Czech Republic	LKKB
\N	1578	Kunovice Airport	Kunovice	Czech Republic	LKKU
\N	1580	Plze?ê-L?¡n?¢ Airport	Line	Czech Republic	LKLN
\N	1581	Mnichovo Hradi?ít?¢ Airport	Mnichovo Hradiste	Czech Republic	LKMH
\N	1583	N?ím?¢?í?Ñ Air Base	Namest	Czech Republic	LKNA
\N	1585	Pribram Airport	Pribram	Czech Republic	LKPM
\N	1589	Vodochody Airport	Vodochody	Czech Republic	LKVO
\N	1592	Tel Nof Air Base	Tel-nof	Israel	LLEK
\N	1593	Ein Shemer Airfield	Eyn-shemer	Israel	LLES
